Peak Coordinates,Length,TSSGenomicPosition,NearestTSS,DistanceToTSS,Proximal/Distal,AveragePrenatal,AverageInfant,AverageOld,LogRatio,Ttest,Direction
chr8:22012530-22015268,2738,22014344,LGI3,0,Proximal,0.010827662,0.01515035,0.024942665,-1.133161769,0.000539717,Up
chr8:23539417-23541072,1655,23540450,NKX3-1,0,Proximal,0.005936402,0.007499386,0.01377895,-1.091284422,0.026834258,Up
chr8:27467417-27472863,5446,27468938,CLU,0,Proximal,0.008978095,0.01535095,0.023392224,-1.289584928,3.36E-09,Up
chr8:37822301-37824568,2267,37824184,ADRB3,0,Proximal,0.005383582,0.011829811,0.01186085,-1.010547939,7.28E-08,Up
chr8:40752414-40756140,3726,40755343,ZMAT4,0,Proximal,0.008623491,0.023750515,0.031403424,-1.751514048,0.000210756,Up
chr8:48647438-48651803,4365,48650726,CEBPD,0,Proximal,0.011400271,0.020196905,0.027722937,-1.211831573,5.42E-15,Up
chr8:57231863-57233442,1579,57233241,SDR16C5,0,Proximal,0.011275186,0.015174242,0.025302504,-1.099455237,0.019912219,Up
chr8:67405129-67407819,2690,67405490,C8orf46,0,Proximal,0.01282245,0.027756532,0.027190445,-1.028192945,0.00220596,Up
chr8:99305318-99307097,1779,99306621,NIPAL2,0,Proximal,0.010794291,0.025419725,0.030316913,-1.408853262,9.72E-05,Up
chr9:115652123-115653745,1622,115653193,SLC46A2,0,Proximal,0.007258801,0.014769015,0.01579353,-1.023901331,0.038139861,Up
chr9:116111608-116112677,1069,116111811,BSPRY,0,Proximal,0.003668792,0.008533964,0.010315963,-1.277238189,0.00019045,Up
chr9:124328244-124331477,3233,124329398,DAB2IP,0,Proximal,0.001922034,0.004716118,0.014403378,-2.398201798,2.62E-08,Up
chr9:130677474-130680202,2728,130679305,ST6GALNAC4,0,Proximal,0.013980092,0.018341892,0.029129988,-1.008153635,0.000136115,Up
chr9:130859900-130863279,3379,130860816,SLC25A25,0,Proximal,0.005648258,0.004701617,0.012957369,-1.069978828,3.03E-06,Up
chr9:134148349-134154218,5869,134151906,FAM78A,0,Proximal,0.004922039,0.00736984,0.012345774,-1.172217073,4.62E-09,Up
chr9:136399040-136401187,2147,136399974,ADAMTSL2,0,Proximal,0.007823064,0.01243826,0.018792705,-1.165617153,4.78E-06,Up
chr9:139580218-139582424,2206,139581911,AGPAT2,0,Proximal,0.003939061,0.00544694,0.010725052,-1.247285637,4.42E-08,Up
chr9:139971465-139973165,1700,139971952,UAP1L1,0,Proximal,0.006170679,0.011465428,0.01989518,-1.542988485,1.58E-06,Up
chr9:15247834-15250483,2649,15250198,TTC39B,0,Proximal,0.004561588,0.01079159,0.013473286,-1.379823674,2.16E-05,Up
chr9:33750187-33752072,1885,33750463,PRSS3,0,Proximal,0.003021672,0.005778009,0.019367207,-2.340380678,8.56E-13,Up
chr9:5450127-5451180,1053,5450502,CD274,0,Proximal,0.006865695,0.016045899,0.02063238,-1.459546214,5.75E-09,Up
chr9:72658211-72660185,1974,72658496,MAMDC2,0,Proximal,0.003737457,0.008597412,0.010549317,-1.285622757,0.000100813,Up
chr9:99328515-99330026,1511,99329203,CDC14B,0,Proximal,0.009131842,0.012165966,0.020082856,-1.057173917,0.011258931,Up
chrX:100474228-100477719,3491,100474932,DRP2,0,Proximal,0.006076911,0.010926251,0.013951433,-1.079092188,0.002297719,Up
chrX:153139457-153141959,2502,153141399,L1CAM,0,Proximal,0.003404566,0.007050819,0.010790442,-1.420546064,4.29E-10,Up
chrX:46937419-46938716,1297,46937774,RGN,0,Proximal,0.004192374,0.007006723,0.011358548,-1.251043076,0.002092952,Up
chr18:55102951-55106774,3823,55102916,ONECUT2,35,Proximal,0.002759995,0.004867292,0.015408459,-2.125637248,8.56E-12,Up
chr20:62587908-62589002,1094,62587800,UCKL1,108,Proximal,0.007051577,0.01569238,0.016536952,-1.123054725,6.49E-09,Up
chr9:137218563-137221869,3306,137218315,RXRA,248,Proximal,0.005936784,0.011417547,0.014249976,-1.136468183,0.001431945,Up
chr17:26901505-26903560,2055,26903951,ALDOC,391,Proximal,0.005862452,0.009168132,0.012760635,-1.00375088,0.037933077,Up
chr19:4183816-4185824,2008,4183350,ANKRD24,466,Proximal,0.001485192,0.004981668,0.020204246,-3.092924123,5.50E-18,Up
chr11:10323983-10325915,1932,10326641,ADM,726,Proximal,0.004896982,0.011057783,0.015446961,-1.479772334,3.35E-06,Up
chr4:151503888-151505436,1548,151503076,MAB21L2,812,Proximal,0.002809414,0.006646432,0.016439473,-2.194715237,3.90E-06,Up
chr5:177433605-177434869,1264,177435688,FAM153C,819,Proximal,0.007585148,0.029181303,0.022378722,-1.445281118,1.01E-06,Up
chr12:21680107-21681336,1229,21679255,C12orf39,852,Proximal,0.014428689,0.020597392,0.030065102,-1.009679343,0.014211441,Up
chr12:57868827-57870406,1579,57871728,ARHGAP9,1322,Proximal,0.006033933,0.008479515,0.013964985,-1.089187397,1.41E-05,Up
chr8:8240619-8244932,4313,8239257,SGK223,1362,Proximal,0.010709399,0.014826656,0.022447458,-1.001764492,0.005371842,Up
chr19:50708256-50709398,1142,50706884,MYH14,1372,Proximal,0.001720499,0.003578042,0.010869191,-2.125278622,3.99E-11,Up
chr19:49255196-49257007,1811,49258647,FUT1,1640,Proximal,0.007294019,0.01632501,0.023027568,-1.534547427,0.000184368,Up
chr1:111025067-111026475,1408,111023387,CYMP,1680,Proximal,0.000947267,0.00181578,0.010789521,-2.597982329,1.30E-09,Up
chr9:139879137-139880855,1718,139877444,LCNL1,1693,Proximal,0.002726822,0.004426348,0.013226502,-1.93256302,5.48E-09,Up
chr6:31785124-31787572,2448,31783290,HSPA1A,1834,Proximal,0.006111307,0.010701702,0.01357165,-1.034977519,0.010657089,Up
chr12:119613479-119614745,1266,119616594,HSPB8,1849,Proximal,0.003286739,0.009027668,0.016183104,-2.003038342,1.61E-05,Up
chr19:574409-577397,2988,572536,BSG,1873,Proximal,0.005998906,0.012248355,0.014954471,-1.188759412,1.64E-06,Up
chr11:47376175-47377689,1514,47374253,MYBPC3,1922,Proximal,0.00502926,0.008795105,0.016005087,-1.49591353,0.00107865,Up
chr17:62771935-62775554,3619,62777622,LOC146880,2068,Distal,0.00627389,0.010735032,0.01467126,-1.107322149,2.01E-10,Up
chr1:14077947-14079002,1055,14075875,PRDM2,2072,Distal,0.001366538,0.007528515,0.010506937,-2.281653543,7.64E-10,Up
chr7:100659756-100661251,1495,100663363,MUC17,2112,Distal,0.009719406,0.010867698,0.027393584,-1.405339968,0.002682389,Up
chr19:49308411-49311515,3104,49314178,BCAT2,2663,Distal,0.001496013,0.003120941,0.01082931,-2.24466838,3.29E-11,Up
chr6:44194027-44197702,3675,44191362,SLC29A1,2665,Distal,0.001813337,0.006059304,0.011332983,-2.132167461,1.91E-12,Up
chr22:50784462-50786271,1809,50781759,PPP6R2,2703,Distal,0.003951908,0.013892966,0.011597905,-1.347127435,0.000180998,Up
chr16:758531-762257,3726,755825,FBXL16,2706,Distal,0.004975773,0.007396193,0.015318644,-1.449324034,3.85E-07,Up
chr1:205412578-205414818,2240,205417526,MIR135B,2708,Distal,0.004755359,0.00797377,0.011982215,-1.173558736,0.001735823,Up
chr19:44301861-44303582,1721,44306613,LYPD5,3031,Distal,0.01076275,0.019728154,0.02269257,-1.010209357,7.28E-05,Up
chr11:119191104-119192682,1578,119187840,MCAM,3264,Distal,0.007071557,0.013620293,0.016591463,-1.123956613,0.001296731,Up
chr1:54203229-54205475,2246,54199877,GLIS1,3352,Distal,0.011948626,0.023644374,0.030296843,-1.273218052,5.25E-07,Up
chr9:23829973-23831957,1984,23826063,ELAVL2,3910,Distal,0.005137455,0.008400538,0.011980059,-1.08058447,0.004188158,Up
chr11:64140041-64141349,1308,64136073,MIR1237,3968,Distal,0.002378668,0.007041687,0.017069377,-2.419020379,4.62E-11,Up
chr11:45921874-45924693,2819,45928833,C11orf94,4140,Distal,0.009755059,0.021593618,0.021903892,-1.09057733,0.000251394,Up
chr6:33047928-33049770,1842,33043759,HLA-DPB1,4169,Distal,0.003700828,0.007221192,0.010636353,-1.3076522,0.002936215,Up
chr19:40926521-40927703,1182,40931932,SERTAD1,4229,Distal,0.004671974,0.012338183,0.020737448,-1.938259745,3.80E-08,Up
chr16:89772355-89773670,1315,89768121,SPATA2L,4234,Distal,0.003940121,0.011747655,0.015310311,-1.723165891,0.000958536,Up
chr16:5077239-5079641,2402,5083942,NAGPA,4301,Distal,0.000767352,0.004113398,0.013290604,-3.015405978,2.05E-13,Up
chr17:79899270-79900626,1356,79894968,PYCR1,4302,Distal,0.004188329,0.011637098,0.02500061,-2.32520355,2.12E-13,Up
chr19:17535319-17536416,1097,17530911,FAM125A,4408,Distal,0.003394896,0.004994046,0.011536776,-1.512265551,0.005640226,Up
chr17:46130198-46134113,3915,46125685,NFE2L1,4513,Distal,0.005708051,0.016834609,0.025349972,-1.973835905,5.13E-17,Up
chr18:3872353-3875242,2889,3880135,DLGAP1,4893,Distal,0.003110238,0.009198947,0.012149403,-1.677703541,0.000197362,Up
chr1:2477685-2479332,1647,2484284,LOC115110,4952,Distal,0.004866219,0.009784355,0.015797149,-1.517713564,0.002126764,Up
chr1:2398144-2402420,4276,2407753,PLCH2,5333,Distal,0.003907782,0.01206131,0.021767483,-2.213831613,1.22E-14,Up
chr9:99481640-99482730,1090,99488102,LOC441455,5372,Distal,0.004572167,0.011235971,0.010627652,-1.061249502,0.00323843,Up
chr19:44277977-44279314,1337,44285409,KCNN4,6095,Distal,0.007331535,0.014078509,0.015908446,-1.021089813,5.47E-08,Up
chr8:67351231-67352393,1162,67344717,ADHFE1,6514,Distal,0.009288576,0.021030122,0.022345399,-1.182094968,0.000785392,Up
chr22:21310929-21312848,1919,21319417,AIFM3,6569,Distal,0.00337179,0.015250833,0.0291646,-2.786560465,1.65E-16,Up
chr15:28351077-28353311,2234,28344458,OCA2,6619,Distal,0.008309646,0.016593633,0.019678071,-1.151303433,5.13E-17,Up
chr2:167350180-167351300,1120,167343478,SCN7A,6702,Distal,0.004436232,0.010430907,0.010784364,-1.116194928,6.08E-08,Up
chr16:409532-412409,2877,402676,AXIN1,6856,Distal,0.002831688,0.004829038,0.01100981,-1.648161189,9.75E-09,Up
chr2:70129078-70130491,1413,70121089,SNRNP27,7989,Distal,0.000881357,0.002589308,0.011859834,-2.773026784,6.99E-13,Up
chr12:55365535-55367584,2049,55375622,KIAA0748,8038,Distal,0.000175017,0.00145401,0.012488421,-3.520968316,5.96E-14,Up
chr22:27041874-27045065,3191,27053445,MIAT,8380,Distal,0.003723904,0.017830751,0.014549243,-1.718792828,2.73E-05,Up
chr2:220308388-220311698,3310,220299699,SPEG,8689,Distal,0.008033655,0.027532922,0.019877663,-1.208578496,0.004699346,Up
chr21:38352332-38353643,1311,38362536,HLCS,8893,Distal,0.007468627,0.017810284,0.02675686,-1.712644406,0.000402698,Up
chr6:31334226-31335528,1302,31324989,HLA-B,9237,Distal,0.00682267,0.011860051,0.015093017,-1.040701763,0.015773704,Up
chr4:114037314-114040511,3197,114028018,MIR1243,9296,Distal,0.002917394,0.007654205,0.018058128,-2.28244016,3.46E-13,Up
chr12:113597200-113599546,2346,113587662,CCDC42B,9538,Distal,0.002733143,0.010963043,0.024501304,-2.77210829,1.06E-09,Up
chr17:4446790-4449005,2215,4458681,MYBBP1A,9676,Distal,0.000772683,0.000624998,0.010723462,-2.725392252,1.13E-09,Up
chr6:150400113-150401161,1048,150390202,ULBP3,9911,Distal,0.004570052,0.010808162,0.012034217,-1.22654109,7.25E-05,Up
chr1:155958489-155959523,1034,155948336,ARHGEF2,10153,Distal,0.005652123,0.019706379,0.028843679,-2.165538564,1.91E-14,Up
chr9:138604632-138608906,4274,138594030,KCNT1,10602,Distal,0.003538149,0.009209649,0.019643566,-2.185516271,5.52E-16,Up
chr9:137977965-137982979,5014,137967102,OLFM1,10863,Distal,0.015230919,0.037099948,0.044266282,-1.47969217,1.55E-05,Up
chr3:133392734-133394088,1354,133380737,TOPBP1,11997,Distal,0.006083543,0.010909845,0.018330088,-1.448305114,7.49E-05,Up
chr9:33523274-33525125,1851,33511164,SUGT1P1,12110,Distal,0.013828732,0.018557149,0.031565687,-1.134957375,0.00295809,Up
chr7:64348442-64351354,2912,64363619,ZNF273,12265,Distal,0.003365059,0.007907115,0.013021279,-1.683545011,1.79E-08,Up
chr11:857712-860588,2876,844445,TSPAN4,13267,Distal,0.02525361,0.045262115,0.053832822,-1.062523917,3.75E-09,Up
chr11:123380284-123383251,2967,123396527,GRAMD1B,13276,Distal,0.00396796,0.00566035,0.010818255,-1.250291673,4.43E-09,Up
chr2:97577322-97579823,2501,97563870,FAM178B,13452,Distal,0.001910645,0.004213307,0.013102854,-2.276576523,9.11E-11,Up
chr17:80620906-80623400,2494,80606411,WDR45L,14495,Distal,0.002578511,0.004530171,0.013302078,-1.998793524,1.56E-09,Up
chr1:236044885-236047276,2391,236030220,LYST,14665,Distal,0.000517231,0.000617013,0.012144177,-3.114911342,8.13E-09,Up
chr1:156626416-156630643,4227,156611739,BCAN,14677,Distal,0.003477158,0.00423155,0.011139826,-1.439092578,6.74E-06,Up
chr13:100310000-100311220,1220,100295312,MIR4306,14688,Distal,0.007443095,0.014844302,0.019205551,-1.258907948,0.000643312,Up
chr1:35386561-35392231,5670,35370984,DLGAP3,15577,Distal,0.002516226,0.011117581,0.011855945,-1.870335881,2.65E-07,Up
chr5:176219122-176220691,1569,176237559,UNC5A,16868,Distal,0.005137416,0.004623065,0.012968322,-1.186455426,0.002421189,Up
chr5:139536377-139537474,1097,139554652,C5orf32,17178,Distal,0.003531104,0.005328437,0.011217831,-1.431053724,1.70E-06,Up
chr6:710376-711765,1389,693109,EXOC2,17267,Distal,0.01167863,0.027054678,0.02530036,-1.052683666,2.04E-13,Up
chr20:48788443-48789884,1441,48807375,CEBPB,17491,Distal,0.003007559,0.005028185,0.011242202,-1.611067529,5.02E-06,Up
chr17:80254943-80257041,2098,80275480,CD7,18439,Distal,0.005202353,0.010819904,0.020723807,-1.808389369,3.68E-07,Up
chr11:1430105-1433286,3181,1411128,BRSK2,18977,Distal,0.004025437,0.008051694,0.012186745,-1.391767469,8.71E-07,Up
chr8:1971081-1973814,2733,1993157,MYOM2,19343,Distal,0.001750497,0.002844903,0.013052992,-2.353113048,1.82E-10,Up
chr17:180733-183091,2358,202633,RPH3AL,19542,Distal,0.001467105,0.001743023,0.011675229,-2.361120936,2.36E-08,Up
chr19:51196205-51200225,4020,51220195,SHANK1,19970,Distal,0.012067925,0.016511144,0.030839907,-1.284806104,7.31E-13,Up
chr1:1913604-1915155,1551,1935276,KIAA1751,20121,Distal,0.002663435,0.006615066,0.013039092,-1.938180814,6.97E-09,Up
chr14:105309319-105311389,2070,105331653,KIAA0284,20264,Distal,0.006858068,0.014867978,0.016599183,-1.163261788,0.001909329,Up
chr2:232548562-232552630,4068,232573234,PTMA,20604,Distal,0.002355502,0.006895535,0.010257082,-1.746232487,1.01E-10,Up
chr10:126693166-126695226,2060,126716453,CTBP2,21227,Distal,0.004840608,0.012523033,0.011419767,-1.088447652,4.80E-05,Up
chr16:70680002-70683855,3853,70657894,IL34,22108,Distal,0.013312586,0.028138558,0.03497986,-1.329905185,0.000815538,Up
chr22:51135278-51138986,3708,51113069,SHANK3,22209,Distal,0.005091706,0.006608411,0.012829772,-1.182859277,3.10E-10,Up
chr8:38409799-38412167,2368,38386180,C8orf86,23619,Distal,0.001172655,0.003389828,0.010769602,-2.437534576,3.70E-12,Up
chr12:10516632-10518412,1780,10542653,KLRK1,24241,Distal,0.005058376,0.009154526,0.011667108,-1.064084042,3.22E-08,Up
chr20:31044585-31045975,1390,31071288,C20orf112,25313,Distal,0.00523921,0.011549803,0.012368131,-1.099362378,0.003999938,Up
chr10:102321773-102323169,1396,102295640,HIF1AN,26133,Distal,0.004964911,0.008701096,0.011685671,-1.088627378,0.000333823,Up
chr9:100853376-100855158,1782,100881480,TRIM14,26322,Distal,0.004046971,0.007199409,0.017264698,-1.855568185,3.50E-07,Up
chr4:3414830-3417061,2231,3443725,HGFAC,26664,Distal,0.001646638,0.003001064,0.015715136,-2.658922386,5.45E-10,Up
chr16:7352759-7355692,2933,7382750,RBFOX1,27058,Distal,0.008274401,0.016023461,0.0203697,-1.204240674,2.70E-09,Up
chr8:38614112-38615455,1343,38585703,TACC1,28409,Distal,0.006405487,0.011388724,0.013955015,-1.013962818,0.008575511,Up
chr2:11635725-11636819,1094,11606297,E2F6,29428,Distal,0.005072545,0.010944138,0.017356756,-1.595937888,0.004344579,Up
chr19:37794426-37795765,1339,37825579,HKR1,29814,Distal,0.005922463,0.010029146,0.01321651,-1.038210082,0.022672957,Up
chr16:28269473-28274008,4535,28303839,SBK1,29831,Distal,0.006406933,0.021306901,0.030888442,-2.106085512,1.14E-09,Up
chr1:9241940-9244096,2156,9211836,MIR34A,30104,Distal,0.003422152,0.006020808,0.013037432,-1.666458532,2.80E-11,Up
chr1:27847611-27851179,3568,27816669,WASF2,30942,Distal,0.006494054,0.008845238,0.016065282,-1.187245933,6.63E-05,Up
chr1:9260916-9263049,2133,9294862,H6PD,31813,Distal,0.003322746,0.008067947,0.022564255,-2.446580011,5.00E-14,Up
chr8:142315289-142318600,3311,142350647,LOC731779,32047,Distal,0.011022616,0.023044349,0.030375548,-1.383889855,1.12E-18,Up
chr8:145287831-145288898,1067,145321516,SCXA,32618,Distal,0.002224902,0.023214934,0.052896929,-4.062875977,2.03E-09,Up
chr7:71910152-71913000,2848,71877360,CALN1,32792,Distal,0.001909189,0.006677508,0.011862685,-2.144503079,2.23E-10,Up
chr18:11947153-11948255,1102,11981454,IMPA2,33199,Distal,0.007227721,0.022542745,0.016352269,-1.076559475,0.019611117,Up
chr3:39542368-39544682,2314,39509069,MOBP,33299,Distal,0.007775359,0.011946559,0.017083992,-1.043183229,7.79E-06,Up
chr3:122709663-122712662,2999,122746576,SEMA5B,33914,Distal,0.003735966,0.007917046,0.011691493,-1.422131267,0.000626105,Up
chr18:3296695-3297742,1047,3262716,MYL12B,33979,Distal,0.008181187,0.009040792,0.023965024,-1.443155658,0.000857769,Up
chr20:4756279-4757321,1042,4721314,PRNT,34965,Distal,0.004396147,0.009414786,0.010101155,-1.040708319,7.63E-06,Up
chr2:177501698-177503095,1397,177465780,MIR1246,35918,Distal,0.0043397,0.008238205,0.013473189,-1.438552167,7.40E-05,Up
chr1:223936085-223937177,1092,223900118,CAPN2,35967,Distal,0.005018663,0.009115154,0.015750416,-1.476681995,0.000164797,Up
chr15:80732740-80738517,5777,80696691,ARNT2,36049,Distal,0.005556394,0.011426547,0.02069885,-1.726644159,7.59E-06,Up
chr11:123945952-123947829,1877,123909708,OR10G7,36244,Distal,0.013335791,0.022144163,0.028509584,-1.041562028,0.002949894,Up
chr10:133878231-133881778,3547,133918312,JAKMIP3,36534,Distal,0.006773053,0.013196227,0.022126104,-1.572969003,9.29E-05,Up
chr3:64250133-64254445,4312,64211131,PRICKLE2,39002,Distal,0.009354778,0.01833539,0.020241911,-1.036616939,0.012561655,Up
chr8:42356167-42357199,1032,42396297,C8orf40,39098,Distal,0.005195563,0.014536429,0.012054291,-1.075216875,2.78E-10,Up
chr17:6796730-6798064,1334,6756894,ALOX12P2,39836,Distal,0.003717035,0.003865292,0.011376699,-1.391674185,3.57E-09,Up
chr6:41554011-41556279,2268,41514163,FOXP4,39848,Distal,0.009409864,0.01852977,0.025326762,-1.338578819,0.000295654,Up
chr16:87839511-87841132,1621,87799598,KLHDC4,39913,Distal,0.003697887,0.009392277,0.012498305,-1.522694438,9.83E-09,Up
chr1:236916815-236918270,1455,236958580,MTR,40310,Distal,0.000654845,0.001907299,0.015416104,-3.31034355,7.11E-15,Up
chr10:133836621-133837622,1001,133795435,BNIP3,41186,Distal,0.004013582,0.007542697,0.010562491,-1.205538671,4.68E-10,Up
chr20:57720857-57722760,1903,57766074,ZNF831,43314,Distal,0.001291077,0.008075891,0.015855775,-2.879145143,2.40E-15,Up
chr16:68389210-68391567,2357,68344876,PRMT7,44334,Distal,0.000690169,0.0001015,0.011727785,-2.912741996,5.33E-09,Up
chr18:14178465-14180116,1651,14132489,ZNF519,45976,Distal,0.00626247,0.011584492,0.019023903,-1.463191004,0.002137998,Up
chr8:143592169-143595889,3720,143545376,BAI1,46793,Distal,0.00562992,0.008684468,0.016810636,-1.425675571,3.72E-11,Up
chr5:1930419-1932325,1906,1882880,IRX4,47539,Distal,0.005502435,0.009876475,0.030146452,-2.260015824,9.94E-09,Up
chr1:148853720-148856038,2318,148806014,PPIAL4D,47706,Distal,0.004366295,0.007678621,0.010706466,-1.125307293,0.006775245,Up
chr1:204274009-204277203,3194,204329044,PLEKHA6,51841,Distal,0.000838003,0.002202595,0.012580203,-2.88529405,8.05E-18,Up
chr5:141203591-141205376,1785,141257944,PCDH1,52568,Distal,0.003089564,0.007536667,0.014177097,-1.891876841,2.10E-07,Up
chr15:101513049-101514509,1460,101459459,LRRK1,53590,Distal,0.004831632,0.006753184,0.014619985,-1.42142151,1.48E-09,Up
chr13:114842391-114843902,1511,114898095,RASA3,54193,Distal,0.001449317,0.00463586,0.011497332,-2.351168893,7.14E-12,Up
chr3:10746731-10750375,3644,10805877,LOC285370,55502,Distal,0.010654546,0.019633331,0.028249648,-1.327526498,1.34E-12,Up
chr1:31654282-31655599,1317,31712734,NKAIN1,57135,Distal,0.006025212,0.010582991,0.01326098,-1.021459427,0.02598986,Up
chr13:113698088-113702703,4615,113760104,F7,57401,Distal,0.006355329,0.015377012,0.027873883,-1.972903416,5.54E-09,Up
chr12:108236684-108238844,2160,108297548,LOC728739,58704,Distal,0.007317996,0.018869248,0.025832355,-1.689665836,4.02E-06,Up
chr1:39733670-39737287,3617,39796809,MACF1,59522,Distal,0.006414225,0.009952118,0.013897527,-1.00670511,0.00099651,Up
chr3:73607311-73611228,3917,73674072,PDZRN3,62844,Distal,0.007245085,0.016831714,0.017758599,-1.185945849,0.019841836,Up
chr9:35341300-35343900,2600,35406751,ATP8B5P,62851,Distal,0.004233025,0.009847871,0.012517635,-1.369125726,0.001588761,Up
chr3:124838552-124840531,1979,124774802,HEG1,63750,Distal,0.007913422,0.012316726,0.018095485,-1.099180294,2.84E-07,Up
chr13:31377023-31378553,1530,31309668,ALOX5AP,67355,Distal,0.003260855,0.006202375,0.014242553,-1.838889775,1.86E-09,Up
chr19:37498325-37499340,1015,37569381,ZNF420,70041,Distal,0.00474684,0.007608363,0.011946359,-1.17170577,0.016297485,Up
chr17:75542692-75543949,1257,75471324,9-Sep,71368,Distal,0.003567343,0.012892396,0.010594972,-1.344072283,1.25E-05,Up
chr12:120237711-120242845,5134,120315092,CIT,72247,Distal,0.018031815,0.032677978,0.037462082,-1.01502371,0.002511769,Up
chr11:33639663-33641182,1519,33563876,C11orf41,75787,Distal,0.000641964,0.002465317,0.015215781,-3.30390417,1.54E-15,Up
chr2:175705678-175712451,6773,175629200,CHRNA1,76478,Distal,0.006051097,0.013006659,0.01594851,-1.265238811,0.023812414,Up
chr2:218721731-218723854,2123,218808796,TNS1,84942,Distal,0.003678532,0.004663738,0.016247735,-1.882279032,4.47E-10,Up
chr20:29518071-29520185,2114,29611878,FRG1B,91693,Distal,0.004234212,0.014317854,0.012927459,-1.411887781,0.007712001,Up
chr12:124870723-124874453,3730,124773709,FAM101A,97014,Distal,0.010155358,0.017192384,0.027181366,-1.337004709,9.88E-12,Up
chr1:75036294-75037655,1361,75139422,C1orf173,101767,Distal,0.001532405,0.004311259,0.010728901,-2.21148807,1.95E-06,Up
chr13:31626552-31631055,4503,31736117,HSPH1,105062,Distal,0.009241988,0.028700342,0.04123371,-2.04389916,2.73E-11,Up
chr17:61194295-61195317,1022,61086897,TANC2,107398,Distal,0.003560135,0.008057192,0.012520235,-1.567971707,2.21E-09,Up
chr12:124938122-124942862,4740,125052010,NCOR2,109148,Distal,0.004228277,0.01003136,0.015883444,-1.691201689,1.37E-05,Up
chr18:3992776-3995848,3072,3880135,DLGAP1,112641,Distal,0.000689135,0.007183264,0.013460258,-3.097736748,1.62E-16,Up
chr12:131116408-131119147,2739,131002410,RIMBP2,113998,Distal,0.002953251,0.008789107,0.014327211,-1.954983795,4.79E-12,Up
chr16:88119904-88124930,5026,88003623,BANP,116281,Distal,0.000446609,0.000842509,0.012570011,-3.229674646,3.07E-13,Up
chr7:63385408-63387755,2347,63505820,ZNF727,118065,Distal,0.004258914,0.008458999,0.022560513,-2.163534183,7.29E-06,Up
chr21:32531042-32534142,3100,32410795,KRTAP19-8,120247,Distal,0.001894807,0.006288522,0.012283236,-2.198067801,1.19E-12,Up
chr11:45562902-45564327,1425,45687172,CHST1,122845,Distal,0.002989095,0.006318028,0.012411848,-1.749374509,5.50E-06,Up
chr18:15197052-15198622,1570,15325918,LOC644669,127296,Distal,0.000635342,0.002053048,0.018209901,-3.554186122,3.36E-14,Up
chr16:88133024-88135637,2613,88003623,BANP,129401,Distal,0.003655148,0.005806448,0.014789983,-1.762110791,0.005472877,Up
chr1:230333311-230335748,2437,230202955,GALNT2,130356,Distal,0.000997,0.003357332,0.010246523,-2.493572955,0.000158606,Up
chr1:84326011-84327109,1098,84464833,TTLL7,137724,Distal,0.004616053,0.012121503,0.017817656,-1.744458488,0.000547529,Up
chr8:13132549-13134749,2200,12990809,DLC1,141740,Distal,0.009581128,0.017213281,0.024388224,-1.262666096,6.33E-06,Up
chr7:63360089-63362438,2349,63505820,ZNF727,143382,Distal,0.003298221,0.006480752,0.020950244,-2.352425394,8.93E-09,Up
chr10:63808628-63811246,2618,63661012,ARID5B,147616,Distal,0.002529084,0.007817916,0.012221629,-1.90553415,6.03E-09,Up
chr1:234349029-234353137,4108,234509428,C1orf31,156291,Distal,0.012390189,0.023911798,0.037259154,-1.51462862,0.000402674,Up
chr10:105450904-105453814,2910,105615164,SH3PXD2A,161350,Distal,0.009888903,0.028857758,0.038874258,-1.872599095,4.16E-05,Up
chr14:71678850-71680824,1974,71865053,SNORD56B,184229,Distal,0.000819479,0.003105766,0.012403793,-2.881044179,1.29E-14,Up
chr6:157556304-157558323,2019,157745253,C6orf35,186930,Distal,0.008788109,0.012522188,0.019785488,-1.086474516,1.60E-09,Up
chr3:87841118-87843677,2559,88031725,HTR1F,188048,Distal,0.007848022,0.014215082,0.023565158,-1.473186583,7.66E-08,Up
chr8:876054-879150,3096,681226,ERICH1,194828,Distal,0.002751184,0.010114919,0.027552136,-2.928180787,4.17E-18,Up
chr20:60328446-60330625,2179,60528718,MIR1257,198093,Distal,0.001717272,0.005496866,0.010917354,-2.132833116,4.17E-09,Up
chr8:142734732-142737364,2632,142517330,FLJ43860,217402,Distal,0.00187407,0.001621559,0.010079264,-1.946695052,2.03E-09,Up
chr11:132081355-132083698,2343,131780711,NTM,300644,Distal,0.000609898,0.002690834,0.010011213,-2.773932483,2.67E-13,Up
chr7:147959445-147960605,1160,148287656,C7orf33,327051,Distal,0.004602276,0.008407579,0.011499046,-1.157733125,0.009476717,Up
chr18:7946594-7947599,1005,7567313,PTPRM,379281,Distal,0.003755,0.006474803,0.01114322,-1.352633911,1.96E-08,Up
chr22:47549964-47551462,1498,47158517,TBC1D22A,391447,Distal,0.004506125,0.014262504,0.010656529,-1.082029159,0.001090404,Up
chr9:44117900-44120442,2542,43630730,FAM75A6,487170,Distal,0.003361595,0.011755302,0.010980315,-1.457738046,0.010880307,Up
chr1:195731228-195733375,2147,196577499,KCNT2,844124,Distal,0.000804375,0.004464521,0.014518736,-3.104439856,5.49E-15,Up
chr1:100111176-100113628,2452,100111430,PALMD,0,Proximal,0.014842097,0.012677214,0.006176114,1.142488567,0.039944572,Down
